0.403,0.964,0.189,0.045,0.442,0.577,0.329,-0.394
0.513,0.117,-0.385,-0.003,0.527,-0.897,-0.604,-0.331
-0.900,-0.065,-0.815,-0.335,-0.541,0.138,0.111,0.346
-0.392,0.329,-0.272,0.816,0.497,0.179,-0.010,-0.260
